Name,Prices,Network_Technology,Network_2gbands,Network_3gbands,Network_4gbands,Network_Speed,Body_Dimensions,Body_Weight,Body_Build,Body_SIM,Display_Type,Display_Resolution,Platform_OS,Platform_Chipset,Platform_Cpu,Platform_Gpu,Memory_Cardslot,Memory_Internalmemory,MainCamera_Cameraspecs,MainCamera_Features,MainCamera_Video,SelfieCamera_Cameraspecs,SelfieCamera_Features,Sound_Feature,Sound_3.5mmjack,COMMS_WLAN,COMMS_Bluetooth,COMMS_NFC,COMMS_Radio,COMMS_USB,Battery_Type,Battery_Charging,Colors,Price
Samsung Galaxy S II X T989D,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700 / 1900 / 2100 ,,HSPA 42.2/5.76 Mbps,131 x 67.3 x 9.4 mm (5.16 x 2.65 x 0.37 in),109 g (3.84 oz),,Mini-SIM,"4.52 inches, 58.2 cm","480 x 800 pixels, 5:3 ratio (~206 ppi density)","Android 2.3 (Gingerbread), upgradable to 4.0.3 (Ice Cream Sandwich)",Qualcomm APQ8060 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,microSDHC (dedicated slot),16GB 1GB RAM,"8 MP, AF",LED flash,1080p@30fps,2 MP,,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP, aptX",Yes,No,"microUSB 2.0 (MHL TV-out), OTG",Removable Li-Ion battery,,Black,About 180 EUR
Samsung Galaxy S II I777,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,,HSPA 21.1/5.76 Mbps,126 x 66 x 8.9 mm (4.96 x 2.60 x 0.35 in),121.9 g (4.27 oz),,Mini-SIM,"4.3 inches, 52.6 cm","480 x 800 pixels, 5:3 ratio (~217 ppi density)",Android 2.3.4 (Gingerbread),Exynos 4210 Dual,Dual-core 1.2 GHz Cortex-A9,Mali-400MP4,"microSDHC (dedicated slot), 8 GB included","16GB 1GB RAM, 32GB 1GB RAM","8 MP, AF",LED flash,1080p@30fps,2 MP,,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP, aptX",Optional,No,"microUSB 2.0 (MHL TV-out), OTG",Removable Li-Ion 1650 mAh battery,,Black,About 170 EUR
Samsung Galaxy Note N7000,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"4, 17 - AT&T","HSPA 21.1/5.76 Mbps, LTE",146.9 x 83 x 9.7 mm (5.78 x 3.27 x 0.38 in),178 g (6.28 oz),"Glass front (Gorilla Glass), plastic back, plastic frame",Mini-SIM,"5.3 inches, 81.4 cm","800 x 1280 pixels, 16:10 ratio (~285 ppi density)","Android 2.3.5 (Gingerbread), upgradable to 4.1.2 (Jelly Bean), TouchWiz UI 4",Exynos 4210 Dual (45 nm),Dual-core 1.4 GHz Cortex-A9,Mali-400,"microSDXC (dedicated slot), 2 GB included","16GB 1GB RAM, 32GB 1GB RAM","8 MP, f/2.6, 28mm (wide), AF",LED flash,1080p@24~30fps,2 MP,,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP, EDR",Yes (optional),"Stereo FM radio, RDS","microUSB 2.0 (MHL TV-out), OTG",Removable Li-Ion 2500 mAh battery,,"Black, White, Pink",About 270 EUR
Samsung P6800 Galaxy Tab 7.7,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,,HSPA 21.1/5.76 Mbps,196.7 x 133 x 7.9 mm (7.74 x 5.24 x 0.31 in),340 g (11.99 oz),,Mini-SIM,"7.7 inches, 171.9 cm","800 x 1280 pixels, 16:10 ratio (~196 ppi density)","Android 3.2 (Honeycomb), TouchWiz UX UI",Exynos,Dual-core 1.4 GHz Cortex-A9,Mali-400,microSDHC (dedicated slot),"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM","3.15 MP, AF",LED flash,720p@30fps,2 MP,,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","3.0, A2DP",,No,"2.0 (TV-out), OTG",Non-removable Li-Po 5100 mAh battery,,Black,About 280 EUR
Samsung P6810 Galaxy Tab 7.7,,No cellular connectivity, N/A,,,,196.7 x 133 x 7.9 mm (7.74 x 5.24 x 0.31 in),340 g (11.99 oz),,No,"7.7 inches, 171.9 cm","800 x 1280 pixels, 16:10 ratio (~196 ppi density)",Android 3.2 (Honeycomb),Exynos,Dual-core 1.4 GHz Cortex-A9,Mali-400,microSDHC (dedicated slot),"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM","3.15 MP, AF",LED flash,720p@30fps,2 MP,,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","3.0, A2DP",,No,,Non-removable Li-Po 5100 mAh battery,,Black,About 280 EUR
Samsung Ch@t 527,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 2100 ,,HSPA,103 x 55 x 12 mm (4.06 x 2.17 x 0.47 in),96 g (3.39 oz),,Mini-SIM,"2.4 inches, 17.8 cm","320 x 240 pixels, 4:3 ratio (~167 ppi density)",,,,,microSDHC (dedicated slot),80MB,2 MP,,Yes,No,,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"2.1, A2DP",,"Stereo FM radio, RDS",microUSB 2.0,Removable Li-Ion 1000 mAh battery,,Black,About 90 EUR
Samsung Galaxy S II HD LTE,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"3, 7, 20","HSPA 21.1/5.76 Mbps, LTE",129.8 x 68.8 x 9.5 mm (5.11 x 2.71 x 0.37 in),130.5 g (4.59 oz),,Micro-SIM,"4.65 inches, 59.6 cm","720 x 1280 pixels, 16:9 ratio (~316 ppi density)","Android 2.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich), TouchWiz UI 4",Qualcomm MSM8660 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,microSDHC (dedicated slot),16GB 1GB RAM,"8 MP, AF",LED flash,1080p@30fps,2 MP,,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP, aptX",Optional,No,"microUSB 2.0 (MHL TV-out), OTG",Removable Li-Ion 1850 mAh battery,,Black,About 180 EUR
Samsung Omnia W I8350,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA 14.4/5.76 Mbps,115.6 x 58.8 x 10.9 mm (4.55 x 2.31 x 0.43 in),115.3 g (4.06 oz),,Mini-SIM,"3.7 inches, 39.0 cm","480 x 800 pixels, 5:3 ratio (~252 ppi density)",Microsoft Windows Phone 7.5 Mango,Qualcomm MSM8255 Snapdragon S2,1.4 GHz Scorpion,Adreno 205,No,8GB 512MB RAM,"5 MP, AF",LED flash,720p@30fps,VGA,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","2.1, A2DP",,"Stereo FM radio, RDS",microUSB 2.0,Removable Li-Ion 1500 mAh battery,,Black,About 150 EUR
Samsung P6200 Galaxy Tab 7.0 Plus,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 1900 / 2100 ,,HSPA 21.1/5.76 Mbps,193.7 x 122.4 x 9.9 mm (7.63 x 4.82 x 0.39 in),345 g (12.17 oz),,Mini-SIM,"7.0 inches, 137.9 cm","600 x 1024 pixels, 16:9 ratio (~170 ppi density)","Android 3.2 (Honeycomb), upgradable to 4.1 (Jelly Bean), TouchWiz UX UI",Exynos 4210,Dual-core 1.2 GHz Cortex-A9,Mali-400MP4,microSDXC (dedicated slot),"16GB 1GB RAM, 32GB 1GB RAM","3.15 MP, AF",LED flash,720p@30fps,2 MP,,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP, aptX",,No,"2.0 (TV-out), OTG",Non-removable Li-Ion 4000 mAh battery,,"Black, White",About 260 EUR
Samsung S3850 Corby II,,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,109.9 x 60.6 x 11.7 mm (4.33 x 2.39 x 0.46 in),102 g (3.60 oz),,Mini-SIM,"3.2 inches, 31.7 cm","240 x 320 pixels, 4:3 ratio (~125 ppi density)",TouchWiz UI,,,,microSDHC (dedicated slot),26MB,2 MP,,320p@15fps,No,,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"3.0, A2DP",,"Stereo FM radio, RDS",microUSB 2.0,Removable Li-Ion 1000 mAh battery,,"Yellow/Black, White, Pink",About 80 EUR
Samsung M260 Factor,,CDMA,CDMA 800 / 1900 ,,,,97 x 48 x 18 mm (3.82 x 1.89 x 0.71 in),91 g (3.21 oz),,Mini-SIM,"2.0 inches, 12.6 cm",128 x 160 pixels (~102 ppi density),,,,,No,"128MB RAM, 256MB ROM",VGA,,Yes,No,,Yes,No,WLANNo,"2.1, A2DP, EDR",,No,microUSB 2.0,Removable Li-Ion 800 mAh battery,,Black,About 90 EUR
Samsung Google Nexus S 4G,,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,EV-DO Rev.A 3.1 Mbps,123.9 x 63 x 10.9 mm (4.88 x 2.48 x 0.43 in),131 g (4.62 oz),,Mini-SIM,"4.0 inches, 45.5 cm","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 2.3 (Gingerbread),Hummingbird,1.0 GHz Cortex-A8,PowerVR SGX540,No,16GB 512MB RAM,"5 MP, AF",LED flash,w480p@30fps,VGA,,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 b/g/n, WiMAX, hotspot","2.1, A2DP, EDR",Yes,No,microUSB 2.0,Removable Li-Ion 1500 mAh battery,,Black,About 150 EUR
Samsung Galaxy Tab 8.9 P7310,,No cellular connectivity, N/A,,,,230.9 x 157.8 x 8.6 mm (9.09 x 6.21 x 0.34 in),447.9 g (15.77 oz),,No,"8.9 inches, 229.7 cm","800 x 1280 pixels, 16:10 ratio (~170 ppi density)","Android 3.0 (Honeycomb), upgradable to 3.1 (Honeycomb)",Nvidia Tegra 2 T20,Dual-core 1.0 GHz Cortex-A9,ULP GeForce,No,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM","3.15 MP, AF",LED flash,720p,2 MP,,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, hotspot, DLNA","3.0, A2DP, EDR",,No,2.0,Non-removable Li-Po 6000 mAh battery,,Metallic Gray,About 350 EUR
Samsung Galaxy Tab 8.9 P7300,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,,HSPA 21.1/5.76 Mbps,230.9 x 157.8 x 8.6 mm (9.09 x 6.21 x 0.34 in),453 g (1.00 lb),,Mini-SIM,"8.9 inches, 229.7 cm","800 x 1280 pixels, 16:10 ratio (~170 ppi density)","Android 3.0 (Honeycomb), TouchWiz UX UI",Nvidia Tegra 2 T20,Dual-core 1.0 GHz Cortex-A9,ULP GeForce,No,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM","3.15 MP, AF",LED flash,720p,2 MP,,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, hotspot","3.0, A2DP",,No,2.0,Non-removable Li-Po 6000 mAh battery,,Black,About 290 EUR
Samsung Galaxy Tab 10.1 P7510,,No cellular connectivity, N/A,,,,256.7 x 175.3 x 8.6 mm (10.11 x 6.90 x 0.34 in),560 g (1.23 lb),,No,"10.1 inches, 295.8 cm","800 x 1280 pixels, 16:10 ratio (~149 ppi density)","Android 3.0 (Honeycomb), upgradable to 4.0 (Ice Cream Sandwich), TouchWiz UX UI",Nvidia Tegra 2 T20,Dual-core 1.0 GHz Cortex-A9,ULP GeForce,No,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM","3.15 MP, AF",LED flash,720p,2 MP,,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","3.0, A2DP",,No,2.0,Non-removable Li-Po 7000 mAh battery,,Black,About 310 EUR
Samsung Galaxy Tab 10.1 LTE I905,,CDMA / EVDO / LTE,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,13,"EV-DO Rev.A 3.1 Mbps, LTE",256.7 x 175.3 x 8.6 mm (10.11 x 6.90 x 0.34 in),565 g (1.31 lb),,Mini-SIM,"10.1 inches, 295.8 cm","800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Android 3.1 (Honeycomb),Nvidia Tegra 2 T20,Dual-core 1.0 GHz Cortex-A9,ULP GeForce,No,"16GB 1GB RAM, 32GB 1GB RAM","3.15 MP, AF",LED flash,720p,2 MP,,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, hotspot","2.1, A2DP",,No,2.0,Non-removable Li-Po 6800 mAh battery,,Metallic Gray and White,About 290 EUR
Samsung P7500 Galaxy Tab 10.1 3G,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,,HSPA 21.1/5.76 Mbps,256.7 x 175.3 x 8.6 mm (10.11 x 6.90 x 0.34 in),565 g (1.25 lb),,Mini-SIM,"10.1 inches, 295.8 cm","800 x 1280 pixels, 16:10 ratio (~149 ppi density)","Android 3.1 (Honeycomb), TouchWiz UI",Nvidia Tegra 2 T20,Dual-core 1.0 GHz Cortex-A9,ULP GeForce,No,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM","3.15 MP, AF",LED flash,720p,2 MP,,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","3.0, A2DP",,No,2.0 (TV-out),Non-removable Li-Po 7000 mAh battery,,Black,About 370 EUR
Samsung P1010 Galaxy Tab Wi-Fi,,No cellular connectivity, N/A,,,,190.1 x 120.5 x 12 mm (7.48 x 4.74 x 0.47 in),380 g (13.40 oz),,No,"7.0 inches, 137.9 cm","600 x 1024 pixels, 16:9 ratio (~170 ppi density)","Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)",TI OMAP 3630,1.0 GHz Cortex-A8,PowerVR SGX530,microSDHC (dedicated slot),16GB 592MB RAM,"3.15 MP, AF",LED flash,480p@30fps,1.3 MP,,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, hotspot","2.1, A2DP, EDR",,No,2.0,Non-removable Li-Po 4000 mAh battery,,Black and Grey,About 150 EUR
Samsung E2230,,GSM,GSM 900 / 1800 ,,,,109 x 46 x 14.9 mm (4.29 x 1.81 x 0.59 in),79 g (2.79 oz),,Mini-SIM,"1.8 inches, 10.2 cm",128 x 160 pixels (~114 ppi density),,,,,microSDHC (dedicated slot),4MB,VGA,,128x96,No,,Yes,Yes,WLANNo,"2.1, A2DP",,"Stereo FM radio, RDS, recording",Proprietary,Removable Li-Ion 1000 mAh battery,,Black,About 50 EUR
Samsung Google Nexus S I9023,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 1700 / 2100 ,,HSPA 7.2/5.76 Mbps,123.9 x 63 x 10.9 mm (4.88 x 2.48 x 0.43 in),129 g (4.55 oz),,Mini-SIM,"4.0 inches, 45.5 cm","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 2.3 (Gingerbread), upgradable to 4.1.1 (Jelly Bean)",Hummingbird,1.0 GHz Cortex-A8,PowerVR SGX540,No,16GB,"5 MP, AF",LED flash,w480p@30fps,VGA,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, DLNA, hotspot","2.1, A2DP, EDR",Yes,No,microUSB 2.0,Removable Li-Ion 1500 mAh battery,,Black,About 180 EUR
Samsung Google Nexus S I9020A,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 - i9020A for AT&T,,HSPA 7.2/5.76 Mbps,123.9 x 63 x 10.9 mm (4.88 x 2.48 x 0.43 in),129 g (4.55 oz),,Mini-SIM,"4.0 inches, 45.5 cm","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 2.3 (Gingerbread),Hummingbird,1.0 GHz Cortex-A8,PowerVR SGX540,No,16GB 512MB RAM,"5 MP, AF",LED flash,w480p@30fps,VGA,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, DLNA, hotspot","2.1, A2DP, EDR",Yes,,microUSB 2.0,Removable Li-Ion 1500 mAh battery,,"White, Black",About 270 EUR
Samsung M220L Galaxy Neo,,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,EV-DO Rev.A 3.1 Mbps,115.9 x 56.9 x 12.1 mm (4.56 x 2.24 x 0.48 in),121.8 g (4.27 oz),,Mini-SIM,"3.5 inches, 34.9 cm","480 x 800 pixels, 5:3 ratio (~267 ppi density)",Android 2.2 (Froyo),,800 MHz ARM 11,,microSDHC (dedicated slot),4GB 512MB RAM,3.15 MP,,Yes,Yes,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","3.0, A2DP",,No,microUSB 2.0,Removable Li-Ion 1500 mAh battery,,"Chic White, Noble Black",About 80 EUR
Samsung Galaxy Prevail,,CDMA / CDMA2000,CDMA 800 / 1900 ,CDMA2000 1x ,,"EV-DO Rev.0, 153.2 Kbps",113 x 57 x 12 mm (4.45 x 2.24 x 0.47 in),108 g (3.81 oz),,Mini-SIM,"3.2 inches, 30.5 cm","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Android 2.2 (Froyo),Qualcomm MSM7627-3,800 MHz,,"microSDHC (dedicated slot), 2 GB included",117MB,2 MP,,320p,No,,Yes,Yes,WLANNo,"3.0, A2DP",,No,microUSB 2.0,Removable Li-Ion 1500 mAh battery,,Black,About 90 EUR
Samsung M580 Replenish,,CDMA / CDMA2000,CDMA 800 / 1900 ,CDMA2000 1x ,,"EV-DO Rev.0, 153.2 Kbps",123 x 60 x 11 mm (4.84 x 2.36 x 0.43 in),116 g (4.09 oz),,Mini-SIM,"2.8 inches, 24.3 cm","240 x 320 pixels, 4:3 ratio (~143 ppi density)","Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)",Qualcomm MSM7627-2,600 MHz,,"microSDHC (dedicated slot), 2 GB included",512MB 256MB RAM,2 MP,,Yes,No,,Yes,Yes,"WLANWi-Fi 802.11 b/g, hotspot (charges may apply)","2.1, A2DP",,,microUSB 2.0,Removable Li-Ion 1160 mAh battery,,"Black, Blue, Raspberry Pink",About 80 EUR
Samsung Ch@t 220,,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,109.5 x 61.3 x 11.9 mm (4.31 x 2.41 x 0.47 in),92 g (3.25 oz),,Mini-SIM,"2.2 inches, 15.2 cm",220 x 176 pixels (~128 ppi density),,,,,microSDHC (dedicated slot),47MB,VGA,,QCIF@15fps,No,,Yes,Yes,WLANNo,"2.1, A2DP, EDR",,"FM radio, recording",microUSB 2.0,Removable Li-Ion 1000 mAh battery,,Black,About 40 EUR
Samsung S5750 Wave575,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA 3.6/0.384 Mbps,109.5 x 55 x 11.9 mm (4.31 x 2.17 x 0.47 in),100 g (3.53 oz),,Mini-SIM,"3.2 inches, 29.1 cm","240 x 400 pixels, 5:3 ratio (~146 ppi density)",bada OS,,,,microSDHC (dedicated slot),100MB,3.15 MP,,Yes,No,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","3.0, A2DP",,"Stereo FM radio, RDS",microUSB 2.0,Removable Li-Ion 1200 mAh battery,,Black,About 120 EUR
Samsung I8700 Omnia 7,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA 7.2/5.76 Mbps,122.4 x 64.2 x 11 mm (4.82 x 2.53 x 0.43 in),138.2 g (4.87 oz),,Mini-SIM,"4.0 inches, 45.5 cm","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Microsoft Windows Phone 7,Qualcomm QSD8250 Snapdragon S1,1.0 GHz Scorpion,Adreno 200,No,8/16GB,"5 MP, AF",LED flash,720p@25fps,No,,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"2.1, A2DP",,"Stereo FM radio, RDS",microUSB 2.0,Removable Li-Ion 1500 mAh battery,,Black,About 150 EUR
Samsung Focus,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,,HSPA 7.2/5.76 Mbps,124.7 x 64.3 x 9.9 mm (4.91 x 2.53 x 0.39 in),119.4 g (4.20 oz),,Mini-SIM,"4.0 inches, 45.5 cm","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Microsoft Windows Phone 7,Qualcomm QSD8250 Snapdragon S1,1.0 GHz Scorpion,Adreno 200,microSDHC (dedicated slot),8GB 512MB RAM,"5 MP, AF",LED flash,720p@25fps,,,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"2.1, A2DP",,"Stereo FM radio, RDS",microUSB 2.0,Removable Li-Ion 1500 mAh battery,,Black,About 90 EUR
Samsung Guru E1081T,,GSM,GSM 900 / 1800 ,,,,107.4 x 45.5 x 13.6 mm (4.23 x 1.79 x 0.54 in),64.5 g (2.26 oz),,Mini-SIM,"1.43 inches, 6.6 cm","128 x 128 pixels, 1:1 ratio (~127 ppi density)",,,,,No,,No,,,,,Yes,No,WLANNo,No,,No,Proprietary,Removable Li-Ion 800 mAh battery,,Black,
Samsung E1225 Dual Sim Shift,,GSM,GSM 900 / 1800 - SIM 1,,,,109.1 x 45.5 x 13.7 mm (4.30 x 1.79 x 0.54 in),72.4 g (2.54 oz),,Dual SIM (Mini-SIM),"1.8 inches, 10.2 cm",128 x 160 pixels (~114 ppi density),,,,,No,,No,,,,,Yes,Yes,WLANNo,No,,FM radio,Proprietary,Removable Li-Ion 800 mAh battery,,Black,About 50 EUR
Samsung Mpower TV S239,,CDMA / EVDO,CDMA 800 ,CDMA2000 1xEV-DO ,,EV-DO Rev. 0,118.5 x 50 x 12.5 mm (4.67 x 1.97 x 0.49 in),87 g (3.07 oz),,Mini-SIM,"2.4 inches, 17.8 cm","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,microSDHC (dedicated slot),85MB,1.3 MP,,Yes,No,,Yes,No,WLANNo,2.0,,"FM radio, recording",2.0,Removable Li-Ion 960 mAh battery,,Black,
Samsung Mpower Txt M369,,CDMA / EVDO,CDMA 800 ,CDMA2000 1xEV-DO ,,EV-DO Rev. 0,112 x 61 x 12 mm (4.41 x 2.40 x 0.47 in),102.3 g (3.60 oz),,Mini-SIM,"2.2 inches, 15.0 cm","320 x 240 pixels, 4:3 ratio (~182 ppi density)",,,,,microSDHC (dedicated slot),104MB,2 MP,,Yes,No,,Yes,No,WLANNo,2.0,,FM radio,2.0,Removable Li-Ion 1000 mAh battery,,Black,
Samsung Mpower Muzik 219,,CDMA,CDMA 800 ,,,,112 x 46.3 x 15.3 mm (4.41 x 1.82 x 0.60 in),88 g (3.10 oz),,Mini-SIM,"1.7 inches, 9.1 cm",128 x 160 pixels (~121 ppi density),,,,,microSD (dedicated slot),8MB,VGA,,Yes,No,,"Yes, with stereo speakers",No,WLANNo,"2.0, A2DP",,FM radio,2.0,Removable Li-Ion 1000 mAh battery,,Black,
Samsung W169 Duos,,GSM / CDMA,GSM 900 / 1800 ,,,,115.5 x 48 x 15.9 mm (4.55 x 1.89 x 0.63 in),110 g (3.88 oz),,Mini-SIM,"2.2 inches, 15.2 cm",176 x 220 pixels (~128 ppi density),,,,,microSDHC (dedicated slot),42MB,VGA,,Yes,No,,Yes,No,WLANNo,2.1,,FM radio,1.1,Removable Li-Ion 1000 mAh battery,,Black,
Samsung Hero Plus B159,,CDMA,CDMA 800 ,,,,108.5 x 45.8 x 13.3 mm (4.27 x 1.80 x 0.52 in),70 g (2.47 oz),,Mini-SIM,"1.52 inches, 7.5 cm","128 x 128 pixels, 1:1 ratio (~119 ppi density)",,,,,No,597 KB,No,,,,,Yes,No,WLANNo,No,,No,2.0,Removable Li-Ion 800 mAh battery,,Black,About 30 EUR
Samsung Breeze B209,,CDMA,CDMA 800 ,,,,108 x 44.8 x 14.3 mm (4.25 x 1.76 x 0.56 in),72.3 g (2.54 oz),,Mini-SIM,"1.52 inches, 7.5 cm","128 x 128 pixels, 1:1 ratio (~119 ppi density)",,,,,No,351 KB,No,,,,,Yes,No,WLANNo,No,,No,2.0,Removable Li-Ion 1000 mAh battery,,Black,About 20 EUR
Samsung E1252,,GSM,GSM 900 / 1800 - SIM 1,,,,112.7 x 46.7 x 13.9 mm (4.44 x 1.84 x 0.55 in),76.7 g (2.68 oz),,Dual SIM (Mini-SIM),"2.0 inches, 12.6 cm",128 x 160 pixels (~102 ppi density),,,,,No,,No,,,,,Yes,No,WLANNo,No,,FM radio,No,Removable Li-Ion 1000 mAh battery,,"Black, White",About 30 EUR
Samsung Ch@t 322,,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,109.5 x 60 x 12.3 mm (4.31 x 2.36 x 0.48 in),95 g (3.35 oz),,"Dual SIM (Mini-SIM, dual stand-by)","2.2 inches, 15.2 cm",220 x 176 pixels (~128 ppi density),,,,,microSDHC (dedicated slot),54MB,1.3 MP,,QCIF@15fps,No,,Yes,Yes,WLANNo,"2.1, A2DP",,"FM radio, recording",microUSB,Removable Li-Ion 1000 mAh battery,,"Black, White, Pink",About 60 EUR
Samsung Ch@t 322 Wi-Fi,,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,109.5 x 60 x 12.3 mm (4.31 x 2.36 x 0.48 in),95 g (3.35 oz),,"Dual SIM (Mini-SIM, dual stand-by)","2.2 inches, 15.2 cm",220 x 176 pixels (~128 ppi density),,,,,microSDHC (dedicated slot),54MB,1.3 MP,,QCIF@15fps,No,,Yes,Yes,WLANWi-Fi 802.11 b/g,"2.1, A2DP",,"FM radio, recording",microUSB,Removable Li-Ion 1000 mAh battery,,"Black, White, Pink",About 70 EUR
Samsung Continuum I400,,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,EV-DO Rev.A 3.1 Mbps,125 x 58 x 12 mm (4.92 x 2.28 x 0.47 in),125 g (4.41 oz),,Mini-SIM,"3.4 inches, 32.9 cm","480 x 800 pixels, 5:3 ratio (~274 ppi density)","Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",Hummingbird,1.0 GHz Cortex-A8,PowerVR SGX540,"microSDHC (dedicated slot), 8 GB included",2GB 336MB RAM,"5 MP, AF",LED flash,720p,,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, DLNA, hotspot (Android OS v2.2)","3.0, A2DP",,No,microUSB 2.0,Removable Li-Ion battery,,Black,About 90 EUR
